Recipient,Token Allocated
4801,15297.27
4389,17785.28
1700,17905.93
1701,17905.93
5793,34111.55
4328,15403.72
3713,31380.84
2466,17535.49
1661,17092.67
2318,16732.17
4511,17234.6
2681,17938.57
4263,17717.16
3114,17945.66
1064,16682.5
4534,18672.34
4319,18693.63
5921,18169.91
5645,18487.83
3407,18284.87
1718,18459.45
5753,15525.77
2383,18739.04
1804,16664.04
1043,16557.6
1403,18157.14
2960,30867.06
2665,15974.27
5971,16025.36
2925,16002.66
2849,35102.21
2261,35088.02
2420,35088.02
2715,16598.76
3169,35045.44
1783,18739.04
4756,18367.19
1843,18466.54
5213,18310.42
3270,18223.84
1187,18259.32
6345,18303.33
5486,18389.9
1809,18503.45
3013,17431.88
1038,18303.33
4146,18739.04
5529,18587.18
4185,16622.88
4769,18672.34
1984,16652.69
1258,16973.45
2555,15887.7
6916,15236.24
2882,15469
3074,15027.61
1908,18157.14
4835,18739.04
3229,18394.16
3375,18595.7
2296,16747.79
1538,16006.92
1271,15430.69
4077,15253.28
2760,16503.66
4002,16005.5
3871,17555.36
5152,31091.3
6447,15671.97
3332,17393.56
1696,16936.55
1482,18739.04
1620,18739.04
6100,18717.75
1940,18341.64
2980,17876.12
4137,18375.71
1715,18165.66
3223,17406.34
2779,32422.6
5644,31613.6
3508,16405.73
5307,16192.84
4840,18739.04
2256,30793.25
6524,30708.09
3433,16383.03
6003,31116.85
1769,31724.31
4245,30055.22
5604,17298.47
3434,16113.36
2119,16113.36
4712,17942.83
3325,18070.56
5008,15162.44
3276,30779.06
2331,16385.86
6174,15332.75
3005,35048.28
6305,15737.25
1987,15843.69
1988,15623.7
4825,18404.09
5676,18283.46
3854,17817.93
2212,16763.4
5896,16517.86
5683,16438.38
1370,14640.14
1702,16485.22
1704,15539.97
2114,15794.02
1975,16039.56
1910,16333.35
1871,15410.81
1022,15495.97
5448,16212.71
1301,15463.33
3987,17559.61
2029,16427.02
3793,33910.01
2770,15552.75
1464,15417.91
3667,17793.8
3950,15410.81
3266,15410.81
2250,15197.92
2977,16361.74
5920,16262.38
3078,29345.58
3174,31661.86
3634,32030.87
2218,33225.91
4483,36703.17
3545,32913.67
6537,16803.13
1085,16744.94
6310,37478.1
6685,36933.1
1948,37075.02
4907,18026.56
1837,31798.11
4941,18026.56
1443,15488.87
4161,15105.67
5061,16510.77
5855,15723.06
6489,15141.15
3425,15992.72
6803,15186.57
6390,15686.16
4260,16506.51
4644,17396.4
2001,16659.79
3237,15967.17
5993,17226.09
3452,15351.21
4134,15747.18
2819,16848.55
3097,15730.15
3833,17636.26
3953,17458.85
2151,17636.26
6365,18739.04
6402,18739.04
2763,18445.25
4546,31874.75
4753,17749.8
1089,18059.2
1788,16278
5685,16656.95
1101,17542.58
2706,18205.4
3527,17712.9
994,17254.47
1991,35278.2
2754,35065.31
3897,15495.97
1747,17025.97
2306,16726.5
4318,16357.48
5491,16699.53
3498,33362.16
3437,15403.72
4491,15368.24
3716,16304.97
1723,17758.32
1724,17261.56
1828,15314.3
1096,31656.18
3758,32311.89
1815,32828.51
3597,31522.77
1917,32311.89
4948,32382.86
2595,33756.73
2596,33756.73
5136,33580.74
4237,33910.01
5226,37205.6
6504,36961.48
5877,37262.37
6563,37205.6
4386,37262.37
3380,16334.77
5017,33853.24
3359,31556.83
3600,30779.06
1362,16754.88
1179,15882.02
2610,17338.21
4024,17810.83
3538,18290.55
3138,33816.34
5090,18047.85
3608,33986.65
6366,36632.21
6204,14932.51
5611,18047.85
4669,18026.56
3536,18040.76
5503,18026.56
5534,18026.56
3965,15275.98
2352,33106.69
2726,32993.15
6698,32609.94
2483,32609.94
2705,17677.42
4518,17275.76
4115,18040.76
3148,18040.76
5504,18026.56
5109,18054.95
5732,18026.56
2686,15325.66
5035,18026.56
4683,17913.02
3161,15737.25
3160,16099.17
4489,18029.4
6460,17866.19
4784,18026.56
5750,18047.85
5223,15836.6
1477,17085.57
2875,17403.5
4725,17410.59
4726,17410.59
1767,17403.5
2990,17396.4
4625,17403.5
5454,15815.31
1449,15389.53
4630,15836.6
3273,18040.76
2429,18026.56
3435,37222.63
4201,37023.93
6353,36112.75
5031,37251.02
3804,36847.94
5872,37478.1
2303,17231.76
1376,36933.1
4736,37387.27
2682,37478.1
1574,37478.1
1177,37478.1
5151,18054.95
5471,18054.95
2334,15769.9
2335,15769.9
4679,15545.64
6314,37478.1
7133,36910.39
5176,18047.85
6173,35678.44
2372,33257.14
8530,36362.54
3993,18026.56
4821,18026.56
2543,18054.95
3996,18054.95
5240,15836.6
5271,15843.69
5399,15836.6
4721,15829.5
4779,15843.69
3541,16337.61
5557,18040.76
4822,18026.56
5861,18054.95
5290,18026.56
3076,18054.95
6227,16885.45
3976,17572.39
3676,15460.49
5241,15815.31
3570,15304.36
3212,16727.92
3263,15836.6
3595,15417.91
4627,18026.56
2295,17106.86
3274,17211.89
5259,15843.69
5264,15815.31
5318,15872.09
8551,15883.44
1303,16222.65
3916,15815.31
3915,15815.31
4547,15843.69
4677,15088.64
3878,15207.86
5289,15808.21
5334,15836.6
3577,16266.64
1302,18263.58
1716,16629.99
1619,18428.22
1778,18719.17
980,17447.5
2276,18509.12
2034,18402.68
2127,18473.64
2191,18030.82
3663,18739.04
1551,18438.16
4142,16155.94
5418,15843.69
4099,15410.81
5481,15836.6
2009,17350.98
4503,15105.67
6633,30168.77
1922,30804.61
2100,14733.82
1727,15559.84
5350,15762.8
5054,30608.74
2685,15354.04
5930,18037.92
6450,18121.65
3221,18739.04
4013,18574.41
6737,18177.01
2741,18739.04
905,18509.12
1033,15469
5303,18201.14
3217,17861.93
2481,18470.8
7339,16462.5
4962,15460.49
5215,15904.73
1050,15775.57
1056,17184.93
5944,15446.3
4393,30864.22
1254,16353.22
3420,35110.73
4778,35110.73
4525,16814.49
4432,15389.53
1612,16141.75
3271,18739.04
6152,17768.25
5890,18138.69
3809,18252.23
6614,18335.97
3891,17525.56
4186,17525.56
3748,15389.53
6290,15410.81
7549,15240.5
3391,35868.63
2347,17945.66
2514,36302.93
3209,36302.93
4478,35772.12
5098,32927.86
1742,15020.51
6258,30779.06
2764,15162.44
1501,17375.11
2207,17633.42
6330,15818.15
3336,15365.39
5967,15332.75
6376,34960.28
1065,34946.09
2106,34931.9
2177,34931.9
1972,34903.51
4130,34946.09
2539,34960.28
5313,35400.26
3186,35187.37
2186,34903.51
3861,34960.28
3129,34903.51
5014,35391.75
6776,16867.01
1642,17416.27
4811,17485.81
4861,17485.81
2344,17416.27
6484,17514.2
3781,17394.98
6011,16864.16
1234,17423.37
3990,17416.27
5306,17485.81
1980,17423.37
1518,17162.21
6628,17507.1
2324,17501.43
3906,34852.42
6497,15500.23
1243,30679.71
2581,15701.77
2069,15794.02
5601,15742.93
5115,17942.83
2241,15879.18
3134,16113.36
3135,16113.36
7547,15410.81
2612,15162.44
2611,15389.53
4628,15410.81
2231,16688.17
1067,36300.09
2430,36623.69
5981,18739.04
3306,35652.9
4804,36549.89
1603,16434.12
3108,15758.54
4529,18608.47
7134,18707.82
1439,32204.03
2622,31219.04
1883,30353.27
1799,16465.35
5886,16567.54
1526,16387.29
1717,16489.48
3556,15410.81
5294,31429.09
3052,15467.58
8690,31392.19
6623,17765.41
1932,30923.83
2157,15552.75
3090,31483.03
5803,15417.91
6428,30977.76
1531,15812.47
7555,15112.76
2949,14410.22
5463,15332.75
4615,36013.4
1660,17495.75
4698,30665.52
4699,30779.06
3610,28054.03
2674,31613.6
4543,34895
5055,37478.1
2723,44662.38
5526,15389.53
8543,34775.78
1335,33146.43
1285,35045.44
5551,34832.55
2311,35045.44
3694,34804.16
5461,33685.76
2841,33160.63
2842,33160.63
3288,33160.63
3289,33160.63
3991,33118.05
4128,34818.35
2283,35059.63
2712,34832.55
4850,15662.03
5754,15434.94
5780,15434.94
5079,15653.51
4564,15662.03
5746,15434.94
1174,15403.72
1346,15417.91
5991,17616.39
2374,16304.97
3123,32706.45
3069,16113.36
6921,14408.8
2679,15982.79
5540,15582.55
2743,15480.36
6676,16500.83
4335,16161.62
1029,15683.32
4595,31483.03
3879,17177.83
1802,15247.59
2172,31008.98
1535,16482.37
1192,15470.43
3282,15558.42
2484,17170.73
2485,17170.73
2488,17170.73
2490,17170.73
2491,17170.73
2670,31957.07
1651,29913.29
5647,15125.54
3977,15417.91
5320,15403.72
2470,15275.98
3038,31108.33
2988,15417.91
2777,15389.53
4635,35559.22
4891,17487.23
5730,16409.99
1629,15636.48
6297,15134.05
7557,16859.91
5331,15891.96
3026,34920.54
4660,16546.25
2349,16783.27
3999,16524.95
3333,15446.3
6378,15190.82
5830,17491.49
6087,32720.65
5859,17701.55
4275,15762.8
5446,17927.22
1577,17308.41
5466,17524.13
2868,16993.32
6499,17986.82
6341,15436.36
1559,17211.89
1659,17470.2
1928,17626.32
1996,16415.67
6328,17431.88
4522,15417.91
3579,15385.26
6274,31105.5
5036,16015.43
5244,15395.2
2475,16060.85
1148,16417.09
4497,17396.4
6131,16580.31
2795,16889.71
6530,31403.55
1667,15581.13
3575,31006.15
3932,15866.41
2809,18300.48
3087,18286.29
3143,17991.08
2532,18314.68
5552,18223.84
3811,18118.82
5262,18195.46
5878,18314.68
6079,18314.68
4277,32368.66
1421,15105.67
3776,32209.7
4837,15451.97
1527,16953.58
3136,16170.14
3456,14630.21
2663,32723.48
2994,34804.16
3611,34213.74
1367,34809.84
1483,34855.26
6014,34736.04
2006,15934.53
2424,15456.23
2102,15630.81
5665,15344.11
3911,14718.2
5870,16222.65
5301,16637.08
3679,16523.53
6456,33691.44
5349,33663.05
6248,34261.99
6253,34261.99
2607,33663.05
3798,15425.01
3219,30111.99
888,15742.93
2866,35508.13
6130,32433.95
1866,15779.83
4045,17227.51
5833,15287.33
4087,15410.81
2355,16188.58
1273,17867.6
8796,17890.31
3198,15410.81
1241,30463.98
4470,30821.64
4505,15403.72
3929,29913.29
3847,18739.04
3775,34551.53
5621,35122.08
2727,34860.93
2728,34860.93
1123,34645.2
6033,34755.91
1631,35349.17
1686,34826.87
4402,33543.83
4598,35405.94
1053,34869.45
4830,16383.03
1867,15518.68
3601,17430.46
5460,16439.8
6642,16593.08
1322,16610.11
1327,16468.18
6154,17416.27
2677,17444.66
5337,16404.32
6030,16404.32
1993,16048.08
3826,17292.79
4404,16547.67
3130,17416.27
3418,17756.9
5797,17421.95
4929,17898.82
3696,17370.85
4424,17756.9
4663,17756.9
1835,17756.9
2301,17891.73
1909,14809.03
5779,15557
3447,18418.28
8084,13260.59
925,17149.45
927,17149.45
3053,16127.55
3103,15168.12
2850,16364.57
4563,15618.03
5067,15618.03
4321,15417.91
6084,15236.24
2693,17891.73
4458,17664.65
5378,17800.89
3110,17430.46
3111,17430.46
3937,17771.09
1132,17772.51
2497,17579.48
5521,15618.03
5247,15417.91
1451,29714.59
895,30370.3
4355,16163.03
5026,32837.03
3591,30665.52
2979,16603.02
4358,17299.89
6597,16857.07
4986,32028.03
1099,16956.42
6769,16466.76
6770,16466.76
6771,16466.76
3291,16841.46
2404,17414.85
5917,17694.45
2604,17891.73
2632,17778.19
5492,17870.44
5670,17393.56
3211,17467.36
4775,17385.04
6422,17756.9
5212,17884.63
3431,17778.19
1233,17694.45
3770,17778.19
4284,16300.71
1499,17785.28
4583,17704.38
4661,17301.3
2169,17421.95
4815,17505.69
8541,17711.48
2751,17785.28
962,17756.9
5740,17664.65
3317,17399.24
1831,17393.56
3631,17739.86
3903,15643.57
4199,17421.95
6637,30580.36
1331,15417.91
1332,15417.91
2550,35261.17
3378,31281.49
2703,15091.47
3706,15389.53
5517,15417.91
920,15602.42
1568,15389.53
4293,15530.03
5770,15755.7
5317,15967.17
3585,16113.36
1088,17268.67
2202,16720.81
2968,16008.33
5128,31494.38
3416,30324.89
2175,16736.43
3746,16418.51
2647,15593.9
6313,15559.84
3068,34579.91
5027,32820
5096,15920.34
1741,29742.98
4399,15417.91
6086,14431.51
1049,31210.52
6451,30807.45
6452,30807.45
3256,16739.27
1655,17220.4
4046,16417.09
971,30938.02
2626,31017.5
6433,31230.39
1092,16979.13
6627,15058.83
4055,35147.63
2983,15290.18
2895,17481.55
5324,15701.77
3091,31483.03
3617,15818.15
5160,15673.38
2845,30708.09
2668,16023.94
3168,16100.59
2060,14413.05
5234,16473.86
2822,16014.01
4964,16984.81
5767,16963.52
5502,14493.95
3312,15645
8472,34185.35
1646,32700.78
1691,15410.81
2130,16730.75
6606,16439.8
3342,15741.51
8795,16916.68
3944,15618.03
4114,17433.3
6108,17393.56
2816,16114.78
6705,17877.54
5733,17768.25
3100,16344.7
1047,15769.9
1183,15290.18
1385,15410.81
6570,16497.99
4593,16750.62
1647,16766.23
8167,16661.21
4897,16418.51
3152,18106.04
3394,17646.19
4195,18395.58
3629,15996.98
6713,16314.9
3890,16075.04
5088,16421.35
6684,15957.24
1389,16337.61
6202,15337.01
1982,16702.37
6625,16468.18
1436,16286.51
4714,17453.17
8371,14692.66
3851,17119.64
5969,16331.93
1314,16141.75
1749,16761.97
6185,16695.27
8540,16593.08
5734,31085.63
6171,15176.63
2221,15935.95
4034,15145.41
6322,31062.92
4887,17829.28
4885,31999.65
3058,15162.44
4196,18395.58
4194,17832.12
1868,17907.35
1414,16671.14
3908,17799.48
4101,15046.05
4692,16717.98
2560,17177.83
1120,17064.28
3594,17461.68
6102,16456.83
5970,17209.05
5758,31871.91
7585,34369.86
1498,14689.81
2840,17666.06
6724,16133.23
1641,35641.54
1160,35826.05
1920,35641.54
3230,35854.44
3510,35854.44
5574,35854.44
3954,36095.71
4806,35868.63
1051,35641.54
3362,17962.7
2160,17387.88
6579,17834.96
4609,35925.4
5218,31539.8
5660,15866.41
6383,16824.43
4080,31573.86
5343,31369.48
6444,15747.18
6798,15389.53
1992,35320.78
5162,15616.61
4969,15974.27
5918,17536.91
5231,17508.52
2888,15213.54
3121,16666.88
1171,34298.9
1184,33234.43
5866,17159.38
5664,31633.47
6088,16371.67
3709,16597.34
4222,15595.32
3859,17410.59
4589,17832.12
1709,17971.21
2620,17143.77
5635,16974.87
3341,32556.01
6303,31202.01
4308,35210.08
3912,33021.54
4914,37421.33
2427,37449.72
3423,31250.26
1925,16529.21
4226,17111.12
4084,32107.51
4081,32107.51
3188,18496.35
3711,16014.01
2229,17895.99
5071,16675.4
3075,16979.13
5183,15162.44
6669,30821.64
4656,16336.19
6017,29813.94
2340,17220.4
3149,16195.68
5681,33058.44
2783,31355.29
3511,37143.15
1693,36637.88
2811,31732.82
5276,37134.63
4847,15688.99
5382,17742.71
5387,17742.71
5388,17742.71
5389,17742.71
5391,17742.71
5395,17742.71
1951,15629.39
2080,17644.78
1544,17203.37
5747,15688.99
5959,17456.01
5101,16686.76
1880,14823.23
6132,17509.94
3022,17742.71
3503,17742.71
6584,16178.65
1344,15368.24
3943,30850.02
1090,30517.91
6262,17004.68
6268,16942.22
4761,15982.79
6480,16444.06
6549,16547.67
3724,18232.36
1124,18739.04
3412,18739.04
3414,18739.04
3605,18739.04
1001,30551.97
1011,30268.12
1019,30779.06
1030,30305.02
1042,33731.18
1076,30026.84
1125,31006.15
1151,34750.23
1191,35002.86
1224,32499.24
1255,30779.06
1261,30955.05
1265,33362.16
1274,34080.32
1280,32743.35
1281,31162.27
1339,30779.06
1340,34639.52
1342,34469.21
1347,30779.06
1356,30878.41
1387,30779.06
1397,27826.94
1431,37478.1
1441,33651.7
1459,30679.71
1478,30268.12
1494,31573.86
1503,31366.64
1524,34420.95
1537,30092.12
1567,31500.06
1587,34355.67
1613,30821.64
1632,32368.66
1662,32780.26
1694,31309.87
1707,29291.64
1731,30807.45
1755,30835.83
1781,36995.54
1789,32116.03
1794,33793.63
1798,30665.52
1848,30665.52
1865,37478.1
1895,28550.78
1902,30472.49
1904,31386.51
1924,34185.35
1938,31017.5
1962,30807.45
1968,37344.69
2049,30952.21
2088,29649.31
2105,31318.39
2117,30659.84
2139,32885.28
2148,30835.83
2240,31074.27
2244,30478.17
2258,30926.67
2292,30835.83
2307,34818.35
2339,30779.06
2392,30551.97
2409,29833.81
2413,30026.84
2426,33433.13
2443,31221.88
2505,30481.01
2516,32425.43
2536,30835.83
2553,30495.2
2568,31414.9
2593,29643.63
2602,33390.55
2614,31511.41
2619,31925.84
2624,30551.97
2636,35275.37
2646,30486.69
2687,30835.83
2730,33978.14
2746,31483.03
2747,31483.03
2785,29799.75
2793,32879.61
2794,32879.61
2801,30594.55
2826,30878.41
2894,30072.25
2941,28550.78
2957,30594.55
2972,30779.06
2981,31690.24
3008,30821.64
3023,31244.59
3049,34534.5
3057,30268.12
3062,30821.64
3070,32893.8
3071,32652.52
3077,31925.84
3083,29090.11
3096,30779.06
3190,30779.06
3218,34494.76
3236,31233.23
3238,30534.94
3243,32890.96
3275,31729.98
3279,32936.38
3305,30807.45
3314,31539.8
3321,30835.83
3324,34151.29
3354,30912.47
3383,30779.06
3384,30779.06
3386,30665.52
3397,32042.23
3398,31006.15
3401,30753.51
3443,35743.73
3488,32990.31
3543,33157.79
3548,30850.02
3581,30779.06
3635,35059.63
3658,31485.87
3661,31712.95
3672,30779.06
3673,30197.15
3682,35275.37
3683,28689.87
3687,30194.31
3699,31525.61
3703,30949.37
3705,30835.83
3727,34355.67
3752,30960.73
3753,32354.47
3754,30779.06
3757,33663.05
3766,30835.83
3777,30268.12
3778,30835.83
3800,34523.14
3801,30835.83
3802,30850.02
3920,33702.79
3935,32842.71
3955,33944.07
3972,35905.53
3974,31309.87
3980,30807.45
4011,31596.57
4016,31684.57
4022,29473.31
4049,34832.55
4052,30608.74
4056,37302.11
4059,29799.75
4069,30665.52
4147,30793.25
4165,34120.06
4173,32124.55
4180,33892.98
4192,30821.64
4200,34437.99
4210,30892.6
4228,30798.93
4229,32093.32
4249,32331.76
4253,30835.83
4254,30835.83
4290,37478.1
4304,31437.61
4331,31539.8
4347,37478.1
4397,35002.86
4398,35002.86
4401,29700.4
4410,32567.36
4416,31704.44
4419,30835.83
4426,30693.9
4430,30920.99
4431,31133.88
4438,30239.73
4439,31712.95
4449,30537.78
4453,31806.62
4551,31911.65
4574,34341.47
4599,30370.3
4634,29672.01
4648,30586.04
4673,30807.45
4676,29927.49
4693,29788.4
4739,31525.61
4741,31525.61
4788,30878.41
4791,31483.03
4792,31483.03
4797,30779.06
4829,30779.06
4836,35232.79
4842,30398.69
4853,32933.54
4854,32933.54
4902,30779.06
4920,30835.83
4923,31077.11
4924,31633.47
4939,31119.69
4971,30807.45
5003,34645.2
5021,30551.97
5030,34832.55
5059,34619.65
5063,30708.09
5077,30324.89
5089,35045.44
5134,30779.06
5159,30676.87
5187,33762.4
5203,36166.68
5209,34032.07
5225,32723.48
5257,29373.96
5268,31539.8
5280,31230.39
5281,31230.39
5293,34914.87
5356,30779.06
5368,31431.93
5375,30779.06
5419,34298.9
5422,34298.9
5425,34298.9
5429,34298.9
5437,30821.64
5497,28811.93
5524,31483.03
5537,30779.06
5538,30779.06
5549,30483.85
5556,30821.64
5567,86145.56
5579,32919.35
5581,32919.35
5582,32919.35
5598,30551.97
5612,36876.32
5633,32050.74
5677,31517.09
5689,32947.73
5692,32947.73
5700,30807.45
5702,30807.45
5704,30807.45
5709,30197.15
5714,30779.06
5724,31525.61
5725,31525.61
5738,30583.2
5771,32411.24
5772,30835.83
5789,32947.73
5823,32933.54
5827,33132.24
5841,30779.06
5842,30972.08
5854,31786.75
5865,31874.75
5880,28054.03
5891,30438.43
5892,30821.64
5931,34384.05
5933,34384.05
5934,34384.05
5935,34384.05
5938,30779.06
5964,30835.83
5977,34684.94
5990,30835.83
6025,31250.26
6027,31318.39
6039,31539.8
6055,32283.51
6067,31497.22
6092,35232.79
6105,34341.47
6115,34355.67
6116,34355.67
6117,34355.67
6123,31602.25
6146,32947.73
6147,32947.73
6157,34355.67
6159,31869.07
6161,31755.53
6162,31755.53
6166,32834.19
6167,32834.19
6169,32209.7
6190,32933.54
6200,33231.59
6214,32933.54
6218,30821.64
6219,30821.64
6234,30821.64
6238,31511.41
6241,31511.41
6279,33853.24
6306,30779.06
6307,30483.85
6329,30821.64
6334,30835.83
6355,34613.98
6363,30835.83
6380,34264.83
6384,30469.65
6404,30892.6
6406,37069.35
6432,30850.02
6441,30779.06
6457,34977.32
6470,30807.45
6471,30807.45
6474,30779.06
6477,30807.45
6482,32411.24
6494,30807.45
6502,30779.06
6526,35031.25
6529,33200.37
6543,31372.32
6561,31483.03
6582,32028.03
6587,30972.08
6590,33245.78
6592,30481.01
6596,30779.06
6612,30963.57
6613,30821.64
6641,33688.6
6646,31755.53
6654,32686.58
6689,30935.18
6710,30821.64
6716,30807.45
6720,30835.83
6734,31891.78
6735,30165.93
6738,30157.41
6745,30821.64
6753,30807.45
6762,30779.06
6767,30807.45
6775,30779.06
6781,32933.54
6786,32933.54
6791,30097.8
6805,30835.83
6806,30253.92
7342,30949.37
7550,29913.29
7556,28167.57
7559,34298.9
7564,34298.9
7566,34298.9
7567,34298.9
7583,33841.88
7586,33592.09
7802,31525.61
7807,31525.61
7813,32890.96
8117,31525.61
8118,31525.61
8122,31483.03
8129,31483.03
8131,31483.03
8134,31483.03
8140,31483.03
8150,31525.61
8153,31525.61
8157,31483.03
8161,31483.03
8166,31335.42
8433,27755.97
8469,30551.97
8473,31483.03
8474,31483.03
8482,31483.03
8483,31483.03
8487,31511.41
8488,31511.41
8489,31511.41
8490,31511.41
8498,31483.03
8520,31483.03
8522,31483.03
8523,31483.03
8537,30807.45
8549,33890.14
8560,30710.93
8566,30779.06
8567,30779.06
8669,30779.06
8675,30779.06
8784,34094.52
8870,25556.08
923,30779.06
938,34327.28
939,34327.28
940,34327.28
942,34327.28
946,34327.28
947,34327.28
948,34327.28
969,31525.61
972,34778.61
974,34838.23
984,30779.06
985,34114.39
986,30821.64
3367,17221.83
6206,16111.94
6677,16300.71
6415,18739.04
5615,18739.04
6044,16295.03
4597,16387.29
1103,13567.16
1097,18172.75
5940,15102.83
5542,31721.47
5882,31133.88
899,34145.61
2353,15639.32
4391,15576.87
1040,15625.13
893,16207.04
2707,15403.72
3519,17149.45
4809,17170.73
902,33106.69
5065,15610.94
2040,30733.64
6715,18648.21
8545,18634.02
1027,18655.31
2072,17376.53
2642,30097.8
5846,30745
6490,27344.38
6568,31448.96
7025,30492.36
6045,15366.82
5221,18148.62
3917,16275.16
6038,16070.78
5012,17209.05
1112,31894.62
5038,33254.3
3647,30722.29
7597,32547.49
6463,31758.37
3852,13842.5
4300,15102.83
1626,17383.62
8563,16848.55
2408,14743.75
1823,18432.48
1114,17746.97
5906,17048.67
2565,15406.55
3035,15794.02
3183,18010.95
1237,18134.43
4866,16434.12
5142,18398.41
2021,16576.05
2423,16929.45
2599,18345.9
2992,16238.26
3531,17799.48
1372,17678.83
2419,17792.38
2399,17150.86
1295,17685.94
6576,17785.28
1623,17685.94
4558,14878.58
3369,15723.06
1602,16155.94
5207,17754.06
3449,30807.45
981,15528.62
6323,15310.05
2101,15176.63
3910,15379.59
3693,16540.57
5605,15463.33
1416,17285.69
3204,16960.68
4000,15609.52
1998,15531.46
3027,15581.13
4299,17112.54
2877,16935.13
3795,16920.93
4365,16285.1
2974,15396.62
1253,30906.8
3459,16713.72
1407,16080.72
5837,33566.54
5475,34631.01
6764,34009.36
6324,33773.76
1863,18401.26
2719,18628.34
4889,16336.19
4890,16336.19
1953,34162.64
1738,36354.03
3616,31803.79
5801,34253.48
1259,17149.45
2862,17149.45
2863,17149.45
5840,15450.56
1084,16466.76
4894,14557.82
1012,16036.72
5875,17132.41
1066,17779.61
958,16515.02
5957,15338.43
1790,15730.15
1793,15730.15
2431,17518.46
5251,17880.38
7591,17118.22
1786,15765.63
3328,16742.11
4946,31732.82
5759,30140.38
2919,31366.64
2209,16476.7
1371,32300.54
3839,32947.73
2214,34423.79
2512,18168.49
1545,18280.61
3470,18249.39
1656,18238.04
2020,18266.43
3659,16309.23
1735,17785.28
5250,18499.19
3446,17470.2
2541,17507.1
5975,15602.42
1382,31659.02
3900,15595.32
1927,17284.28
1075,17519.88
4119,17277.18
4282,17079.9
6018,18162.81
1963,17460.27
2329,17695.87
1509,18739.04
4845,18739.04
4153,18739.04
2775,32439.63
5007,34086
1572,30253.92
2351,15403.72
2388,15410.81
3945,15826.67
6659,15805.38
1404,18074.82
3590,17616.39
6564,17104.03
6660,15779.83
914,16675.4
4176,16530.64
1903,16106.26
3791,16753.46
2253,16527.8
4145,18739.04
1639,18658.15
1476,18629.76
3009,31031.69
4800,15297.27
6809,33753.89
5372,15994.14
4164,15918.92
4495,17253.05
3686,16482.37
3413,17016.03
2503,18739.04
6400,18739.04
4427,17333.95
3482,17362.33
2282,18215.33
1973,17836.38
1889,18686.53
3750,18672.34
4256,16786.1
1296,18487.83
6573,18459.45
5985,18379.97
1796,18300.48
1236,17505.69
1357,32408.4
4622,18547.44
4820,16489.48
4559,18739.04
4326,16136.07
4499,15315.72
2896,16246.77
4605,15843.69
3583,16083.56
6054,35102.21
3301,35088.02
1743,17551.1
1891,17551.1
2851,18739.04
2498,18739.04
2036,18189.78
2044,18473.64
5653,18426.8
2054,18015.21
2228,18299.07
3816,18145.78
2825,18157.14
4436,18168.49
2756,18189.78
1728,18739.04
7131,18565.9
2499,18739.04
6126,18672.34
4827,18739.04
1600,18558.79
3788,16719.4
1918,16319.16
4851,17715.74
3630,16036.72
3099,16561.86
4181,15872.09
6319,15169.53
2457,15439.2
5020,14975.09
4315,16046.66
4064,15883.44
3351,18130.17
6649,18739.04
4089,18601.38
7590,16752.04
1248,16383.03
1434,18433.9
1714,18052.11
6467,17484.4
1712,16530.64
2823,32876.77
3593,15048.9
2269,17363.75
1126,17707.22
2748,16391.54
3475,18739.04
1222,18739.04
2135,18739.04
5345,30546.3
2257,15645
979,30844.35
1517,15304.36
4604,16045.23
3376,15389.53
6544,15317.14
4750,15454.81
2601,15297.27
2375,33038.57
1408,16224.07
4008,18169.91
2068,18070.56
3898,18384.22
3206,15410.81
3517,18672.34
3863,18693.63
1956,16496.57
1479,15417.91
1930,33716.99
3578,17742.71
5699,17687.35
6779,17968.37
2523,17981.14
1829,17522.71
961,17544
6534,17539.74
3268,15505.91
3701,16559.02
6521,16439.8
1182,15436.36
5053,15864.98
5076,15864.98
1506,15906.14
4278,16486.63
5449,15728.74
1398,15582.55
5530,16651.27
5546,15385.26
5588,15605.26
5273,15723.06
1870,15410.81
964,15755.7
6675,16434.12
3469,15588.23
5346,15646.42
2447,16290.77
6535,17622.06
3755,17622.06
6527,17505.69
2270,30361.79
3422,30708.09
6575,30438.43
6673,29745.82
1739,15744.35
8548,30781.9
5868,35562.06
2092,36822.39
1128,15281.66
4166,15427.84
1465,15417.91
3265,15410.81
1149,17085.57
2978,16361.74
7551,16720.81
5986,15495.97
4297,30438.43
2623,15446.3
4030,15389.53
4940,15425.01
2320,33734.02
5713,32516.27
3093,36961.48
6501,37205.6
7130,37387.27
4888,18054.95
5440,18026.56
5533,18026.56
3710,18047.85
5749,18047.85
4235,16729.33
5110,18054.95
2744,15389.53
3196,16283.68
3197,15914.66
2546,15528.62
3875,16993.32
2880,16865.59
4585,15409.4
6663,15349.78
6746,16018.27
6792,15491.72
3819,15588.23
1622,15487.46
1773,16967.77
4665,15105.67
2417,15538.55
1130,15368.24
3224,15354.04
4562,15283.08
8534,15680.48
3098,15758.54
3789,17339.63
3448,17636.26
4998,17536.91
4879,17544
5757,16881.2
6407,18739.04
3066,18636.85
1640,17099.77
5631,15758.54
3327,15710.28
1291,15659.19
5470,85665.84
2159,35238.46
4738,15162.44
3587,29771.36
3588,32144.42
2757,14134.87
4446,16042.4
4544,17624.91
3036,15443.46
3455,17514.2
2787,15538.55
6340,15395.2
3170,15700.35
7132,18561.64
5495,17928.63
